Ortsname                          Breite    Laenge
Putgarten auf Wittow              54n40     13e25
Putlitz                           53n15     12e2
Puttgarden                        54n30     11e13
Putzkau                           51n6      14e13
Pyritz                            53n10     14e55
Pyrzyce                           53n10     14e55
Pyskowice                         50n24     18e38
Quadrath-Ichendorf                50n56     6e41
Quakenbrueck                      52n40     7e57
Quedlinburg                       51n48     11e9
Quelle                            52n0      8e29
Quellendorf                       51n45     12e7
Querenhorst                       52n20     10e57
Querfurt                          51n23     11e36
Quickborn                         53n44     9e53
Rabenau                           50n57     13e38
Raciborz                          50n6      18e13
Radeberg                          51n7      13e55
Radebeul                          51n6      13e40
Radeburg                          51n13     13e43
Radegast                          51n39     12e5
Radevormwald                      51n12     7e21
Radiumbad Brambach                50n13     12e19
Radldorf                          48n53     12e27
Radolfzell                        47n44     8e58
Radomicko                         52n10     14e58
Raegelin                          53n1      12e38
Raesfeld                          51n46     6e50
Raetzlingen                       52n23     11e8
Ragewitz                          51n14     12e51
Ragnit                            55n2      22e2
Ragow                             52n17     13e33
Raguhn                            51n42     12e17
Rahden                            52n26     8e36
Rahm                              51n26     6e26
Rain                              48n41     10e55
Raisdorf                          54n17     10e16
Raitenbuch                        49n1      11e8
Ramrath                           51n6      6e41
Ramsau                            47n36     12e54
Ramsbeck                          51n18     8e24
Ramsdorf                          51n54     6e55
Ramsloh                           53n6      7e40
Ramstein                          49n27     7e33
Rangsdorf                         52n17     13e25
